date,dish_name,restaurant_name,price,meal_type,description,image
02 Sep 2024 (Monday),Nasi Campur,HTC,RM 8.00,(Lunch),"Holy queue.
                    Oh yeah somehow it's cheaper by 50 cents?","2024/September/2024, September, image 1.png"
02 Sep 2024 (Monday),Home cooked meal,Home-Cooked: Lakefront Homes,RM 0.01,(Dinner),"For todays meal:
                    
Vegetable
Scrambled eggs with onions
Pork cooked with onions + various sauces(?) (Pork courtesy of me home)
Trout (courtesy of me home)
    
                  It's paid at Aug 28, so I can't really pinpoint a price for it.
                  It'll be labelled as 1 cent, same goes for every meal that comes a month after the payment date.","2024/September/2024, September, image 2.png"
03 Sep 2024 (Tuesday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"Takes a little while to serve.
                    Ordered a little before 11:17, came at 11:37, and only managed to finished around given timestamp.
                    On the plus side, they did listen to my request of switching tempe to more tofu.
                    But I somehow got an extra neck part, along with the wing.

                    Though I do wonder, does me ticking extra vege &amp; crunchy things make a difference?","2024/September/2024, September, image 3.png"
03 Sep 2024 (Tuesday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"Todays sauces is plentiful.
                    Turns out sambal is an aquired taste.","2024/September/2024, September, image 4.png"
04 Sep 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"Thanks to the existence of 10-12pm physical class.
                    And probably them being hungry.","2024/September/2024, September, image 5.png"
04 Sep 2024 (Wednesday),Nasi Goreng Tomyam,Sky Malaysia,RM 8.00,(Dinner),"Theres a tomato, a cucumber, and various tomyam stuff.

Lemongrass
Curry leaves?
Onions?
                      Not too sure, I'll recheck later once I reorder.","2024/September/2024, September, image 6.png"
05 Sep 2024 (Thursday),Nasi Campur,HTC,RM 9.00,(Lunch),"I found the limit of vegetable.
                    Around 3 pushes is what it takes to make it hit 9.","2024/September/2024, September, image 7.png"
05 Sep 2024 (Thursday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"3 kahwins, 1 tampal &amp; 1 amogus nasi goreng.
                    Sauces is just right today.","2024/September/2024, September, image 8.png"
09 Sep 2024 (Monday),Classic Mee Siam,Rasa Shiokkk,RM 4.50,(Lunch),"They didn't raise prices for an entire year, thats nice.
                    Last I had you was probably 4 Sep 2023.

                    It contains 2 big leaves, and literally 1 slice of fish cake.
                    I only ate this as I had ""brunch"", kudos to PMO.","2024/September/2024, September, image 9.png"
09 Sep 2024 (Monday),Home Cooked Meal,Home-Cooked: Lakefront Homes,RM 10.00,(Dinner),"I... give up dissecting the receipt. I'll just list out whatever was cooked.
                    For todays meal: 
                    
Whole tofu with pork &amp; various sauces (pork courtesy of me)
Vegetable
Some sort of scrambled egg (kunyit?)
Fried chicken (thigh x1 &amp; drummet x2)
                    
                  I'd like to believe tofu &amp; chicken are 2 different categories altogether, you can't make me pick my favourite that easily...
                  <!-- I chose the chicken -->","2024/September/2024, September, image 10.png"
10 Sep 2024 (Tuesday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),They didn't listen to my change tempe to tofu... :(,"2024/September/2024, September, image 11.png"
10 Sep 2024 (Tuesday),Nasi Goreng Biasa,Sky Malaysia,RM 7.00,(Dinner),"Good as usual.
<small>They're so kind.</small>","2024/September/2024, September, image 12.png"
11 Sep 2024 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM 9.00,(Lunch),"Quad penyet day.
                    Todays vegetable: 3 slices of cucumber.","2024/September/2024, September, image 13.png"
11 Sep 2024 (Wednesday),Home Cooked Meal,Home-Cooked: Lakefront Homes,RM 10.00,(Dinner),"Fried rice, the flavour is there, just a little on the drier side.
                  
Supposed luncheon meat
Lotuss Hot + Spicy Tempura Nugget x2
Long beans
Egg
Various cooking sauces","2024/September/2024, September, image 14.png"
12 Sep 2024 (Thursday),Nasi Campur,HTC,RM 8.50,(Lunch),"Comments today? Nothing much, apart from someone ordering double sunny eggs to pair with their maggi.","2024/September/2024, September, image 15.png"
12 Sep 2024 (Thursday),Home Cooked Meal,Home-Cooked: Lakefront Homes,RM 5.00,(Dinner),"Good food, but am I full? :(
                      
Spaghetti
Prego Carbonara Mushroom
Mushroom
Sausages","2024/September/2024, September, image 16.png"
18 Sep 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"8 pieces of meat, 2 scoops of vege.","2024/September/2024, September, image 17.png"
18 Sep 2024 (Wednesday),Home Cooked Meal,Home-Cooked: Lakefront Homes,RM 2.83,(Dinner),"For todays meal:
                  
Cabbage with various cooking sauces
Potatoes with mushrooms
Roasted Pork (courtesy of me home)
Grilled/Fried Pork (courtesy of me home for the raw one)
       
                  And with that, we finished our pork.","2024/September/2024, September, image 18.png"
19 Sep 2024 (Thursday),Nasi Campur,HTC,RM 8.00,(Lunch),(29/9/2024: No idea why there's no description here),"2024/September/2024, September, image 19.png"
19 Sep 2024 (Thursday),Home Cooked Meal,Home-Cooked: Lakefront Homes,RM 2.50,(Dinner),"For todays meal:
                    
Scrambled eggs with baked beans
Lotuss Hot + Spicy Tempura Nugget x2
Vegetable with various cooking sauces (extra oyster sauce)
Fried tofu
    
                    Somehow ran out of rice, had to pay an extra 2.5 for it.
                    This would also be the last home cooked meal of the trimester, as there is only 3 more uni days.","2024/September/2024, September, image 20.png"
20 Sep 2024 (Friday),Nasi Campur,Dapur Chilli,RM 10.00,(Lunch),"The kangkung was more of a test, to see if it's nice.
                    The chicken per usual is goated.","2024/September/2024, September, image 21.png"
20 Sep 2024 (Friday),Cup Noodles,Instant Noodles,Free,(Dinner),"Had some dessert at MoneyLion, decided it isn't worth for a full on meal.
                    Additional orange from home.","2024/September/2024, September, image 22.png"
23 Sep 2024 (Monday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),Quite alot of people today.,"2024/September/2024, September, image 23.png"
23 Sep 2024 (Monday),Nasi Goreng Ayam,Sky Malaysia,RM 8.00,(Dinner),"Mmm yeah, not worth the bones here.
                    Unironically this is the occasion where I'd prefer the original or even sausage version over this one.
                    It's cheaper as well.","2024/September/2024, September, image 24.png"
24 Sep 2024 (Tuesday),Cheezilla Box,KFC Edusphere,RM 12.50,(Lunch),"This burger is an upgrade over the previous one, it now has a cheese patty.
                
Hot &amp; Spicy Chicken Drumstick
Coca-Cola Zero Sugar (M)

                  Men are simple creatures, buy 1 free 1? Buy.","2024/September/2024, September, image 25.png"
24 Sep 2024 (Tuesday),Instant Noodles,Instant Noodles,Free,(Dinner),"2 packs, along with Lotuss Hot + Spicy Tempura Nugget x2
                    I mostly drained out the water, then poured everything in.
                    It's good, and even leaves out a little sauce when I'm done eating.","2024/September/2024, September, image 26.png"
25 Sep 2024 (Wednesday),Nasi Campur,Dapur Chilli,RM 11.00,(Lunch),"I forgot to take the goated sauce.
                    And they charged me 11 this time.

                    The thing is, by my calculations it'd hit 10.5.
                    
Rice - 2.00
Chicken - 6.00
Vege - 2.50
 <!-- img from 13 aug 2024 -->
                    Hmm...","2024/September/2024, September, image 27.png"
25 Sep 2024 (Wednesday),Roti Kahwin,Dapur Chilli,RM 4.00,(Dinner),"15 minutes after taking my order.
                  
Dhal: tastes like beans
Curry: good
Sambal: a little on the sweeter side? Probably yet another aqquired taste
The roti itselves: good
                    
                    Guess the reviews are true, it's a little on the slower end.
                    But it's worth to try new things in case.","2024/September/2024, September, image 28.png"
26 Sep 2024 (Thursday),Nasi Campur,HTC,RM 8.50,(Lunch),The chicken today is a little on the drier side.,"2024/September/2024, September, image 29.png"
26 Sep 2024 (Thursday),Nasi Goreng Biasa,Dapur Chilli,RM 7.50,(Dinner),"It's on par with Sky Malaysia in my opinion.
                    That mean it's more or less ""the same"".

                    Oh, they raised prices ever since the new menu. Guess I was lucky with the Kahwin yesterday.","2024/September/2024, September, image 30.png"
04 Nov 2024 (Monday),Nasi Campur,Sky Malaysia,RM 11.00,(Lunch),"Chicken is a little dry, the vegetable has the taste of the Penyet sauce.
                    ""They really do charge based on mood"" - Koyori
                
Rice - 2.00
Vege - 3.00
Chicken - 6.00

                No penyet as they're out of other things.
                So can they in a sense, give us the essentials and we pay less?","2024/November/2024, November, image 1.png"
04 Nov 2024 (Monday),Nasi Goreng Kampung,Dapur Chilli,RM 8.00,(Dinner),"Food is good, ~11 minutes serve time.
                    Tasteful, anchovies slightly salty on its own.","2024/November/2024, November, image 2.png"
05 Nov 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.10,(Lunch),"Maybe I took too much meat.
                    1.5 scoops of vege, and 9 pieces of meat, except one of them is quite sized.","2024/November/2024, November, image 3.png"
05 Nov 2024 (Tuesday),Nasi Goreng Kampung,Dapo Sahang,RM 6.00,(Dinner),"It still tastes the same..
                    
Anchovies: some kinda hard (cold out in the air), overall outside more crispier
Rice: k, slightly wetter vs outsides
Meat: exists
Occasionally 焦 parts of rice in food, still edible &amp; adds ""taste &amp; flavour""
    
                  ...And it still costs the same.","2024/November/2024, November, image 4.png"
06 Nov 2024 (Wednesday),Nasi Goreng Biasa,Sky Malaysia,RM 7.00,(Lunch),Another no Penyet day...,"2024/November/2024, November, image 5.png"
06 Nov 2024 (Wednesday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM 11.55,(Dinner),"First Hinz in like 3? 4? months.
                    Previously had this on 11 Jul 2024.","2024/November/2024, November, image 6.png"
07 Nov 2024 (Thursday),Nasi Campur,Royal Tandoori,RM 8.50,(Lunch),"Good food per usual, last I had it was 26 Aug 2024.
                    Gave us a free korean type chicken for ""testing"". It's nice, but if the price is high, I'd stick with my regular chicken.","2024/November/2024, November, image 7.png"
07 Nov 2024 (Thursday),Nasi Goreng Biasa,Dapur Chilli,RM 8.50,(Dinner),"Decently filling, enough meat as well.
                    
Nasi Goreng Biasa - 7.50
Tambah Nasi - 1.00
                        
                  The plate is a little small though compared to the rice.","2024/November/2024, November, image 8.png"
11 Nov 2024 (Monday),Nasi Kandar,HTC,RM 8.00,(Lunch),"Quite an early lunch.
                    Managed to snag some nasi lemak rice, and some sambal on the side.","2024/November/2024, November, image 9.png"
11 Nov 2024 (Monday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),I need something less heaty to combat my ulcer(s).,"2024/November/2024, November, image 10.png"
12 Nov 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"It's colder today.
<small>Driver of the week imminent?</small>","2024/November/2024, November, image 11.png"
12 Nov 2024 (Tuesday),Instant Noodles,Instant Noodles,RM 0.99,(Dinner),"First time having this in a while.
                    
Instant Noodles x2
Egg x1
Sausage x1
 
                  The msg kills. Maybe let's have less of it?","2024/November/2024, November, image 12.png"
13 Nov 2024 (Wednesday),Buttermilk Chicken Rice,Pop Meals,Free,(Lunch),"Thanks to EDC for this.
                    Food is good, albeit cooled a little.
                    The chicken could be juicier, it's a normal popcorn type.","2024/November/2024, November, image 13.png"
13 Nov 2024 (Wednesday),2x Small Chicken Shawarma,Sky Malaysia,RM 7.00,(Dinner),"Yum yums.
                    There's a buy 1 free 1 combo for this, so it's now decently filling.
                    Unsure if this is heaty or no, but looking at the scorching heat to cook it... I'll count my days.","2024/November/2024, November, image 14.png"
14 Nov 2024 (Thursday),Nasi Campur,Royal Tandoori,RM 8.00,(Lunch),"This or Ayam Penyet, which is a little more pricey, has more things, and way longer wait time.
                    This.","2024/November/2024, November, image 15.png"
14 Nov 2024 (Thursday),Nasi Goreng Seafood,Sky Malaysia,RM 11.00,(Dinner),"It's a Nasi Goreng Biasa, but replace the chicken with seafood.
                
Nasi goreng type - Biasa
Squids - 3 donut, 1 tentacle
Prawns - 3

                Worthiness? Er no. Better get something else for a similar price.","2024/November/2024, November, image 16.png"
18 Nov 2024 (Monday),Nasi Campur,Royal Tandoori,RM 8.50,(Lunch),"Yummers.
                
Chicken - 4.50
Vege - ?.??
Rice - ?.??

                  From Koyori, I now know the price of the chicken.","2024/November/2024, November, image 17.png"
18 Nov 2024 (Monday),Double Cheeseburger,McD Edusphere,RM 10.50,(Dinner),"They wanted 3x spicy, but knowing it's spiciness, I stayed with safer options.
                    
XTRA ketchup
XTRA pickles
XTRA mustard","2024/November/2024, November, image 18.png"
19 Nov 2024 (Tuesday),Nasi Ayam Penyet,Sky Malaysia,RM 10.00,(Lunch),...Did they raise prices?,"2024/November/2024, November, image 19.png"
19 Nov 2024 (Tuesday),Creamy Butter Pork Rice,Hinz Kitchen,RM 11.55,(Dinner),What's the difference between this and the Thai version?,"2024/November/2024, November, image 20.png"
20 Nov 2024 (Wednesday),Nasi Kandar,HTC,RM 8.00,(Lunch),A block of rice.,"2024/November/2024, November, image 21.png"
20 Nov 2024 (Wednesday),2x Small Chicken Shawarma,Sky Malaysia,RM 7.00,(Dinner),"Maybe it's better to choose non spicy, and let me adjust the spiciness myself.
                    Or is it just hot?","2024/November/2024, November, image 22.png"
21 Nov 2024 (Thursday),Nasi Campur,Royal Tandoori,RM 8.50,(Lunch),"2 scoops of vegetable, are you the culprit?","2024/November/2024, November, image 23.png"
21 Nov 2024 (Thursday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"Dapur Chilli seems full, so I'll return here.","2024/November/2024, November, image 24.png"
25 Nov 2024 (Monday),(Char) Kuey Teow + Mee Udang,Norazlina Chong Char Kuey Teow,RM 8.00,(Lunch),"It's good, lives up to its reviews (from it's Cycle rickshaw stand in Kuala Lumpur)
                    Maybe I shouldn't had ordered noodles alongside the flat ones, but it's good still.
                    3 prawns.","2024/November/2024, November, image 25.png"
25 Nov 2024 (Monday),Spicy Chicken McDeluxe Set,McD Edusphere,RM 15.00,(Dinner),"They have a Buy 2 for RM30 offer, so I shared with a friend.
                  
XTRA Lettuce
                    
                  Can't go wrong with a free extra.","2024/November/2024, November, image 26.png"
26 Nov 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"7 pieces, but one of them is extra long.","2024/November/2024, November, image 27.png"
26 Nov 2024 (Tuesday),Roti Kahwin,Sky Malaysia,RM 4.30,(Dinner),"...? Weird they charge me for this price.
                    As if I ordered them separately...","2024/November/2024, November, image 28.png"
27 Nov 2024 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM 10.00,(Lunch),"According to Koyori, it has indeed, raised prices.
                    They also take a while to prepare now?

                    Hmm...","2024/November/2024, November, image 29.png"
27 Nov 2024 (Wednesday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM 11.55,(Dinner),"So that's the difference.
                    I guess Thai is nicer.","2024/November/2024, November, image 30.png"
28 Nov 2024 (Thursday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"Last I had you was 23 Sep 2024?
                    Despite having written ""Change Tempe to Tofu"", I still had to remind them on the spot for it.

                    Anyways, somehow they didn't had small change, so I had to QR them.
                    11:17 -&gt; 11:31","2024/November/2024, November, image 31.png"
28 Nov 2024 (Thursday),2x Small Chicken Shawarma,Sky Malaysia,RM 7.00,(Dinner),"I was doubting the buy 1 free 1: ""is it really 2 smalls""?
                    Scrolled back to find my 1 Jul 2024 image, ""okay it is 2 smalls"".","2024/November/2024, November, image 32.png"
02 Dec 2024 (Monday),Nasi Kandar,HTC,RM 8.50,(Lunch),"I caught the mother of all chickens with this one.
                It's probably 2 breasts that are too small to be separated?
                Also it's fresh.","2024/December/2024, December, image 1.png"
02 Dec 2024 (Monday),Chicken Prosperity Burger Set,McD Edusphere,RM 20.55,(Dinner),"I didn't realise I overspent, and I didn't choose the curly ones.
                Damn. At least I took 5x onions which didn't overflow.

                But hey ""free"" cup that changes colour based on temperature.","2024/December/2024, December, image 2.png"
03 Dec 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.60,(Lunch),"8 pieces(?) But it tastes weird?
                Was it because of the onion aftertaste I had? But this isn't like how I remember it to begin with..

                Pre discount: 8.50","2024/December/2024, December, image 3.png"
03 Dec 2024 (Tuesday),Roti Kahwin,Dapur Chilli,RM 4.00,(Dinner),"I feel that the sauces here are more, based on area2.
                Assuming the plate to be the same size, the roti area is smaller.

                I should explore more food options.","2024/December/2024, December, image 4.png"
04 Dec 2024 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM 10.00,(Lunch),"A peek into the receipt, and it is indeed, 10 ringgit now.

                Now that I think about it, the only difference with this and Warung Membawang is:
                
Bigger chicken (whole leg vs breast/wing)
Disappearance of Tempe &amp; Tauhu (traded for bigger chicken)
Different chicken variety (vs always the same chicken)
No kriuk2
                    
                Then again, one can always pay +2 ringgit to get the whole leg.","2024/December/2024, December, image 5.png"
04 Dec 2024 (Wednesday),2x Small Chicken Shawarma,Sky Malaysia,RM 7.00,(Dinner),"""Why don't you like spicy""
                Well I like to adjust the spice levels according to my liking (I can't handle 1 shot)
                ""Oh he likes it original""
<!-- <s>I'll buy a Koyori dakimakura to spite you someday.</s> -->","2024/December/2024, December, image 6.png"
05 Dec 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"8 pieces, with 2 bite sized ones.
                It tastes like normal now.

                I should try other meats, but fear of the unknown...","2024/December/2024, December, image 7.png"
05 Dec 2024 (Thursday),Instant Noodles,Instant Noodles,RM 3.00,(Dinner),"I am, and will, be sick eating this.
                2 eggs. ""Tons of oil"".
                I either need more noodle variety, or straight up ignore this and just go down, order a meal to go, come back up, and cook the egg.
                
                <!-- 2 eggs is too much -->

                EDIT @ 11/12/2024:Paid 3.00 for 1/4 of the egg tray.","2024/December/2024, December, image 8.png"
09 Dec 2024 (Monday),Nasi Campur,Sky Malaysia,RM 11.00,(Lunch),"Is this Ayam Masak Merah? I must've forgotten how it tastes like.
            
Rice - 2.00 (2 scoops)
Vege - 3.00 (2 scoops)
Chicken - 6.00

              I took too much sauce for the merah, it kinda contaminates the rice.
              It's good otherwise.","2024/December/2024, December, image 9.png"
09 Dec 2024 (Monday),2x Small Chicken Shawarma,Sky Malaysia,RM 7.00,(Dinner),"""Again? So nice meh?""
                Good question, like it's good, it fills me, and it isn't rice.
                Maybe that's a low bar to clear.

                Can I get curry for the shawarma?","2024/December/2024, December, image 10.png"
10 Dec 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"This vege is a little hard to chew, same as the meat.
                
Vege: 1 spoonful
Meat: 2 scoops, adjusted
Rice: 1.5
  
              I should pill myself whenever I feel off.","2024/December/2024, December, image 11.png"
10 Dec 2024 (Tuesday),Aroii Thai,Food delivery,RM 10.00,(Dinner),"Last I had you was 12 Jun 2024. Still as good as ever.
                
Thai-style Chicken Fried Rice
Hat Yai Fried Chicken Wing (Gai Tod Hat Yai)
Stir-fried Kangkung
Thai Iced Tea","2024/December/2024, December, image 12.png"
11 Dec 2024 (Wednesday),Kuey Teow Goreng Sayur,Nur Char Kuey Teow Penang,RM 6.00,(Dinner),"It's good. Added the egg myself.
                When it said Sayur, it means meatless. Theres only:
                
Kuey Teow
Bean Sprouts
Egg (its own)
Garlic Chives","2024/December/2024, December, image 13.png"
12 Dec 2024 (Thursday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"Didn't ask for a change as it was heptic for them, didn't want to show I can't eat beans in front of my mates as well.","2024/December/2024, December, image 14.png"
12 Dec 2024 (Thursday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"I got offered additional curry as well? Why not!
                It tastes like goat version, whereas the original is more to fish?","2024/December/2024, December, image 15.png"
13 Dec 2024 (Friday),Nasi Ayam Penyet,Sky Malaysia,RM 10.00,(Lunch),"Odin said there's pesticides on the lettuce, but I don't taste any. Patel ate finish his as well.
                Up to rng then.
<small>ALMOST FORGOR MY CUP NOOOOO</small>","2024/December/2024, December, image 16.png"
13 Dec 2024 (Friday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM 12.90,(Dinner),"Bigger rice to prepare my brain for the midterms.
                I managed to finish it easily, with a piece left to pair with the vege.

                Ty papa Odin for footing the tax. It'd be 13.67 otherwise.
                
Thai Style Creamy Butter Pork Rice - 10.90
Add Rice - 2.00","2024/December/2024, December, image 17.png"
14 Dec 2024 (Saturday),Chicken Rice,SEAMUN,Free,(Lunch 1),"Food is good, for some reason theres a star anaise here, but didn't bother me too much apart from the taste.
                Traded in return for slaving my day away. I should get another packet to ""get my work worth"".
                The soup is drinkable, the black sauce isn't as good compared to the chili.","2024/December/2024, December, image 18.png"
14 Dec 2024 (Saturday),Chicken Rice,SEAMUN,Free,(Lunch 2),"Well breast isn't as delighted compared with the wing.
                I'm also mildly full now.","2024/December/2024, December, image 19.png"
14 Dec 2024 (Saturday),Briyani with Curry Chicken,SEAMUN,Free,(Dinner),"This is akin to a minefield, you will never know what you will bite into and corrupt your taste buds.
                Didn't manage to eat the onions due to committments. Tons of them.","2024/December/2024, December, image 20.png"
15 Dec 2024 (Sunday),Nasi Ayam Penyet,Sky Malaysia,RM 9.00,(Lunch),"..? It's 9 now? It was the tall waiter doing it today.. huh.
                The receipt literally wrote 10 the other day, granted today was receiptless.

                There wasn't any of the chicken I liked at Dapur Chilli, so I came back here.","2024/December/2024, December, image 21.png"
15 Dec 2024 (Sunday),Nasi Goreng Tomyam,Dapur Chilli,RM 9.00,(Dinner),"Tastes like tomyam, contains onions and lemongrass.

                Looking at the Nasi Goreng Ayam, it looks like a regular nasi goreng and plop a chicken at the side?
                Sounds good.","2024/December/2024, December, image 22.png"
16 Dec 2024 (Monday),Salted Egg Chicken Set..?,Grab,Free,(Lunch),"Free from Grab Industrial Visit. Thanks Grab.
            
Chinese type fried rice (tricolour beans)
Fried chicken cutlet
Salted egg(or buttermilk?) sauce
Some sort of salad (no sauce)
2x Popiah
Some sort of fruit drink

            I also consumed free teh tarik, from a free vending machine with choosable preferences.","2024/December/2024, December, image 23.png"
16 Dec 2024 (Monday),2x Small Chicken Shawarma,Sky Malaysia,RM 7.00,(Dinner),"I wonder if I can request more white sauce.

                That sounded wrong out of context.","2024/December/2024, December, image 24.png"
17 Dec 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.50,(Lunch),"Trying buttermilk chicken.
                Meat could be better, but it's up to taste.
                6-7 pieces, or was it 5? Not sure myself counting bones.","2024/December/2024, December, image 25.png"
17 Dec 2024 (Tuesday),Mee Goreng Sayur,Nur Char Kuey Teow Penang,RM 6.00,(Dinner),"Yellow noodles. It's like Kuey Teow but change the taste to noodles.

Yellow Noodles
Bean Sprouts
Egg (its own)
Garlic Chives","2024/December/2024, December, image 26.png"
18 Dec 2024 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM 9.00,(Lunch),"As confirmed by the receipt, it's 9 now.
                ""Then what's the point to raise it to 10?""","2024/December/2024, December, image 27.png"
18 Dec 2024 (Wednesday),Nasi Goreng Ikan Masin,Sky Malaysia,RM 8.00,(Dinner),"Has salted fish, which are salty as expected.
                It's better to order the other variants, that's what I'll say.","2024/December/2024, December, image 28.png"
19 Dec 2024 (Thursday),Nasi Campur,Royal Tandoori,RM 8.50,(Lunch),"Been a while since I had you. (21 Nov 2024)
            
2 scoops of vegetable
At least 2 scoops of rice
1 Chicken","2024/December/2024, December, image 29.png"
19 Dec 2024 (Thursday),Nasi Goreng Ayam,Dapur Chilli,RM 9.50,(Dinner),"The rice lacks meat, as expected... But it lacks in vegetables as well?
                The chicken is nice though, though slightly drier at the drumette part, but nothing alarming.
                Can I ask for more chili sauce?","2024/December/2024, December, image 30.png"
30 Dec 2024 (Monday),Nasi Ayam Penyet,Sky Malaysia,RM 10.00,(Lunch),"Ain't no way it returned to 10 again, but in a different form.
            
Nasi Ayam Penyet - 9.00
Soup Kosong - 1.00

            Can I order Penyet without the soup?","2024/December/2024, December, image 31.png"
30 Dec 2024 (Monday),JD01,Burger King,RM 8.90,(Dinner),"Hadn't had you since 20 Jun 2024. Time really flies.
                Still the same as ever.","2024/December/2024, December, image 32.png"
31 Dec 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.50,(Lunch),"Didn't count the pieces exactly today, but it's around 3? scoops.
                The pork is nicer today, but still chewy as usual.

                Oops, a piece fell off. <!-- 5 second rule. -->","2024/December/2024, December, image 33.png"
31 Dec 2024 (Tuesday),Cheeseburger Combo,NAK NAK TRX,RM 28.80,(Dinner),"First time having this, final meal of 2024, and probably my biggest spend of the year.
                The burger is good, the rice with the sauce is also good. The drinks are also free flow.
                Able to finish it, but my mates who ordered boneless chicken + fries are not so lucky.

                And with that, ends 2024.","2024/December/2024, December, image 34.png"
01 Jan 2025 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM 9.00,(Lunch),"Successfully avoided paying 10. I can live without the soup.
                    Also todays chili is suprisingly full of oil, not much of the chili itself.","2025/January/2025, January, image 1.png"
01 Jan 2025 (Wednesday),Aroii Thai,Food delivery,RM 10.00,(Dinner),"In a sense, it's better than the repetitve menu downstairs, though I'm still eating the same exact choices as 10 Dec 2024.
                    
Thai-style Chicken Fried Rice
Hat Yai Fried Chicken Wing (Gai Tod Hat Yai)
Stir-fried Kangkung
Thai Iced Tea
   
                  Hipokrit 100 :D","2025/January/2025, January, image 2.png"
02 Jan 2025 (Thursday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"The soup is said to be extra salty today by mates.
                    I mean, it's flavourful to me. Treated it as liquid to drink, and then poured it to my chili plate, then treated it like my cup.","2025/January/2025, January, image 3.png"
02 Jan 2025 (Thursday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"I should expand my food options while keeping my daily spend under 20.
                    They had noodles again today.","2025/January/2025, January, image 4.png"
03 Jan 2025 (Friday),Nasi Ayam Penyet,Sky Malaysia,RM 10.00,(Lunch),"The clown is us.
                    


                    It returned to 10. We didn't get soup.","2025/January/2025, January, image 5.png"
03 Jan 2025 (Friday),McD App Deals,McD Edusphere,RM 12.99,(Dinner),"I have no idea how to officially name this, so this will do.
                    
Double Spicy Chicken with Cheese (Xtra Pickle)
Medium Coke (No Ice)
Small Fries
Sundae Cone
          
                  Last had McD 25 Nov 2024, if we count physically.
                  Otherwise 2 Dec 2024.","2025/January/2025, January, image 6.png"
4 Jan 2025 (Saturday),Nasi Campur,Dapur Chilli,RM 11.00,(Lunch),"Price breakdown, peeked at their calculator:
                    
Chicken - 6.00
Vege - 3.00
Rice - 2.00

                    Buttermilk chicken tastes akin to dapos
                    The chili I can't really taste anything, it isn't like the sky penyets chili
                    Curry is fine

                    I REALLY should remind myself to not drench the plate, and choose lighter sauces to drench.
                    Granted, last I had you was 25 Sep 2024.","2025/January/2025, January, image 7.png"
4 Jan 2025 (Saturday),Nasi Lemak Biasa + Satay Ayam,Dapur Chilli,RM 5.50,(Dinner),"Sambal is OK, has a spicy kick
                    Anchovies is a little hardened &amp; aired, not that easy to chew but still acceptable
                    Nuts are as expected
                    Satay is good, like a typical satay
                    Rice is good, nasi lemak style
                    Peanut sauce... A little not peanuty? Not weird, but weird. Still edible &amp; dippable
                    Cucumbers are as expected

Nasi Lemak Biasa - 4.00
Satay Ayam x1 - 1.50
    
                  Cooking time is around 10 minutes for the stick to come.
                  Was trying my luck as well with the amount of minimum order. No minimum? Okay I'll take 1.","2025/January/2025, January, image 8.png"
5 Jan 2025 (Sunday),Dry Mee + Fried Dumpling,Old Town Puchong Yong Tou Fu Restaurant,RM 11.20,(Lunch),"First time here, it's ""average"", nothing special to take note of.
                
Dry Mee (Yellow Mee) Big - 9.00
Fried Dumpling - 2.20

                Looking at my mates spend 20 to 30 for theirs...
                ""Long long once is good""","2025/January/2025, January, image 9.png"
